age,code_cc,code_cpc,code_exp,code_ras,code_resp_prop,code_risk,completion_code,education,ethnicity,feedback,gender,income,job_id,money_division,proposer,proposer_responder,responder,test,worker_id,timestamp
4655_years,cc:JO5ZF,cpc:ItJXB,exp:MCSxO,ras:gM7Wl,resp:eLiOb,risk:Pp8Ux,t10:1h32O,master_degree,white,Thank you this was fun!,male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A1F3P#####9HBN,2019-11-11 02:56:25.104900
4655_years,cc:gE66H,cpc:xhfEn,exp:gVBZS,ras:fFjAu,resp:ODANB,risk:pcct6,t10:A7Nso,bachelor_degree,white,,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A21Y7#####M1PR,2019-11-11 02:57:03.584831
5665_years,,,,,prop:fZr5N,,t10:gFvFd,bachelor_degree,white,,male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A3VL1#####GQK7,2019-11-11 02:58:28.905877
3645_years,,,,,prop:5xuC4,,t10:79ix9,high_school_degree,white,,male,Primary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A1VZS#####1JP0,2019-11-11 02:59:25.493051
5665_years,,,,,prop:tD1Eu,,t10:h7U6g,bachelor_degree,american_indian_or_alaska_native,good,female,Primary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,AX4P2#####MQA,2019-11-11 03:02:00.313986
,,,,,,,dropped,,,,,,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,incorrect1,correct,incorrect2,correct,,A20QX#####1JTI,2019-11-11 03:07:37.817412
2635_years,,,,,prop:B26ko,,t10:acwId,master_degree,asian,,male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,ADQED#####7R,2019-11-11 03:07:38.283196
2635_years,cc:idBth,cpc:aXQmh,exp:01xnJ,ras:GfwgQ,resp:u7bCi,risk:tSEWA,t10:Q5jGp,master_degree,white,,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A17NL#####Y599,2019-11-11 03:11:08.801119
1825_years,,,,,prop:6S47s,,t10:BnNwT,bachelor_degree,white,,male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A28U0#####J99R,2019-11-11 03:11:57.543760
,,,,,,,dropped,,,,,,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,incorrect2,correct,correct,correct,ball,AXOZ8#####77W,2019-11-11 03:12:25.236303
2635_years,cc:gHjMh,cpc:AbNTz,exp:BUlsV,ras:Ysz2T,resp:2VoWq,risk:sODd8,t10:C1pif,master_degree,white,,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,AVAJT#####XOO,2019-11-11 03:12:42.965272
1825_years,cc:adITq,cpc:HZjXR,exp:8os0b,ras:2gpWx,resp:a8mVk,risk:OdYms,t10:JXeCp,bachelor_degree,white,,male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A1BPQ#####7RWS,2019-11-11 03:13:12.485714
2635_years,cc:WM4x9,cpc:idBx6,exp:wEnVO,ras:HGaQm,resp:aLNWr,risk:pGTZO,t10:rD4SZ,bachelor_degree,black_or_african_american,,male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A3NXI#####5TXU,2019-11-11 03:14:27.093886
2635_years,cc:tJ6Bb,cpc:FkK0i,exp:o3zQA,ras:CvR7s,resp:A11O8,risk:qnZEL,t10:COCs8,master_degree,hispanic_latino,None,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A1WWE#####SVZ0,2019-11-11 03:15:29.361065
2635_years,cc:qQGjS,cpc:lBaeH,exp:oyQsZ,ras:BssT9,resp:Gevdy,risk:sRPyO,t10:VpkFY,high_school_degree,black_or_african_american,,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A1N9Z#####R7OU,2019-11-11 03:16:05.369890
3645_years,,,,,prop:ZMv8D,,t10:a7xWn,master_degree,white,,male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A2D5R#####4AWR,2019-11-11 03:16:31.138774
2635_years,cc:x4Qve,cpc:pxvBg,exp:6DttF,ras:GE1zI,resp:RYxEV,risk:6uOIH,t10:YRtEX,bachelor_degree,asian,This was fun.,male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A3HL2#####PZT8,2019-11-11 03:16:50.141226
2635_years,cc:6NxxM,cpc:1ta3Z,exp:OjzOm,ras:Fnv7K,resp:UCvUK,risk:ZzgYt,t10:zLAz2,master_degree,asian:hispanic_latino,none,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A3TDA#####QFE3,2019-11-11 03:17:26.824561
1825_years,,,,,prop:qDz2B,,t10:OBRo9,high_school_degree,hispanic_latino,,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A2SAO#####ICGI,2019-11-11 03:18:00.372834
3645_years,cc:XDtOw,cpc:9HWMZ,exp:8Cclg,ras:9E6ye,resp:Yn8BO,risk:TaMUY,t10:MRY8W,bachelor_degree,asian,Thanks for the job.,male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A2VTY#####N75V,2019-11-11 03:18:33.255840
2635_years,,,,,prop:FJk29,,t10:H8C6N,bachelor_degree,white,,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A2QAT#####EGUS,2019-11-11 03:18:35.723385
1825_years,cc:YLSIa,cpc:cXemv,exp:bvRAI,ras:BQgXu,resp:JcOBP,risk:uhkzY,t10:z9wQM,less_than_high_school_diploma,white,,female,Primary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,AG491#####Q8X,2019-11-11 03:18:35.592356
4655_years,,,,,prop:Xy0m8,,t10:RzUPB,bachelor_degree,white,,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A2MTG#####YFN3,2019-11-11 03:18:51.259586
5665_years,cc:WEHc1,cpc:2fwxv,exp:6eWkY,ras:zkO5u,resp:cVFmt,risk:QzZvg,t10:YKrMC,bachelor_degree,white,,male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A3HSO#####NZR4,2019-11-11 03:20:02.987651
2635_years,cc:Ir7Un,cpc:p4egd,exp:7O0fJ,ras:DTcFT,resp:4cWKm,risk:14i9m,t10:16FBl,high_school_degree,white,,male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,APJ3Z#####UWX,2019-11-11 03:20:10.367427
older_than_65_years,,,,,prop:VzN3O,,t10:AgwFr,high_school_degree,white,,male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A3PRQ#####2718,2019-11-11 03:20:55.659221
1825_years,cc:16fA5,cpc:4FTi1,exp:174uu,ras:Q83SO,resp:elo5W,risk:nBJbE,t10:RlP7R,bachelor_degree,asian,,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A1WEN#####ZZ1U,2019-11-11 03:21:52.505569
2635_years,,,,,prop:4wlYv,,t10:y2kIC,doctorate_degree,white,good stuff,male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A2AGD#####L1QP,2019-11-11 03:26:58.887576
3645_years,,,,,prop:OAetz,,t10:fNwTp,master_degree,white,,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A3GUF#####RGJK,2019-11-11 03:27:01.541626
2635_years,,,,,prop:evZzi,,t10:X1u7g,high_school_degree,asian:hispanic_latino:white,"Everything was clear and loaded fine, thank you
",female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A1IH3#####15YX,2019-11-11 03:29:17.699084
3645_years,,,,,prop:nTNRM,,t10:haYva,bachelor_degree,white,,female,Primary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,AK1Y0#####IQ6,2019-11-11 03:29:32.923470
2635_years,,,,,prop:x6THi,,t10:2fctJ,high_school_degree,white,,male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,ARAAV#####YWO,2019-11-11 03:31:48.983751
3645_years,,,,,prop:rGhyX,,t10:abLsV,bachelor_degree,asian,none,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,ATDV8#####O1N,2019-11-11 03:31:59.929677
2635_years,,,,,prop:aja70,,t10:PXFFm,high_school_degree,white,Thank you!,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A28LJ#####SBSQ,2019-11-11 03:32:32.374179
,,,,,,,dropped,,,,,,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,incorrect2,correct,correct,correct,,A3E5E#####BXBT,2019-11-11 03:40:49.151422
2635_years,cc:pB4VV,cpc:AwerL,exp:akKpw,ras:mbsAY,resp:jBthR,risk:ZhFpF,t10:TSNei,bachelor_degree,white,none,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A2FBJ#####9SQ6,2019-11-11 03:41:16.525855
5665_years,cc:9UJgJ,cpc:oXYRU,exp:hjicS,ras:Qkq2g,resp:bIDG2,risk:rIe6I,t10:u0Q68,high_school_degree,white,,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A354D#####ODP1,2019-11-11 04:07:50.449810
2635_years,,,,,prop:6fuZp,,t10:xTY7K,high_school_degree,black_or_african_american,none,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A1QBN#####NYYY,2019-11-11 04:13:34.979816
2635_years,cc:ykNiy,cpc:ZurIC,exp:fnwTI,ras:eCLJa,resp:xI9Ue,risk:OnWMC,t10:ykQuu,high_school_degree,white,,male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,AVD6H#####LFI,2019-11-11 04:21:58.940317
1825_years,,,,,prop:GnqbW,,t10:GT9OF,bachelor_degree,white,,male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,AA6RY#####BKM,2019-11-11 04:29:55.146816
5665_years,cc:gOT4Y,cpc:qua13,exp:xxlVq,ras:cdDZ3,resp:Y2tAi,risk:nBxLZ,t10:u64yk,high_school_degree,white,I'm not sure I understood the instructions entirely; some tasks seemed somewhat confusing but I did the best I could. Thank you for the opportunity to participate. Good luck to you.,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A1FHK#####9RU,2019-11-11 05:02:52.587862
3645_years,,,,,prop:2Usyf,,t10:SKbD8,high_school_degree,white,Thank you for the opportunity to participate.,female,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A2658#####AR1D,2019-11-11 05:42:43.459017
,,,,,,,dropped,,,no comments,,,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,incorrect2,incorrect2,incorrect1,incorrect2,ball,A123B#####TCIP,2019-11-11 11:57:04.247819
,,,,,,,dropped,,,,,,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,incorrect2,incorrect1,incorrect1,incorrect2,ball,A3R10#####20BW,2019-11-11 12:05:11.176370
,,,,,,,dropped,,,good,,,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,incorrect2,incorrect2,correct,incorrect1,ball,A1GXO#####OSWN,2019-11-11 12:09:35.742647
2635_years,cc:gzmzi,cpc:ic9E9,exp:M3jk6,ras:a0OBj,resp:6Q1cr,risk:NoSgQ,t10:ff2Db,high_school_degree,white,n/a,female,Primary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A1PLZ#####W43J,2019-11-11 12:39:56.999544
4655_years,,,,,prop:cG5dm,,t10:y6Ym4,master_degree,white,"This is fun, good luck with your research. ",male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A30HU#####X1LK,2019-11-11 13:25:41.537788
2635_years,cc:83XEp,cpc:KttHG,exp:bbynM,ras:6fZgL,resp:6yet4,risk:xFOTY,t10:jLf4s,bachelor_degree,white,Thank you for assisting me in correctly completing the task. I really appreciate the extra assistance you offered and happily and correctly finished the hit!,male,Secondary source of income,3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0,correct,correct,correct,correct,ball,A4JP9#####ZPS,2019-11-11 21:22:27.752005
