"ai_calls_acceptance_probability","ai_calls_best_offer_probability","ai_calls_count_repeated","ai_calls_offers","ai_calls_pauses","ai_nb_calls","ai_offer","cc_beta","cc_criterion","cc_false_alarm_avg_click_delay","cc_false_alarm_rate","cc_false_alarms","cc_hit_avg_click_delay","cc_hit_rate","cc_hits","cc_sensitivity","completion_code","cpc_expected_value","cpc_expected_value_max","cpc_expected_value_min","cpc_q1","cpc_q10","cpc_q2","cpc_q3","cpc_q4","cpc_q5","cpc_q6","cpc_q7","cpc_q8","cpc_q9","cpc_time_spent","exp_ultimatum_game_experience","job_id","min_offer","model_type","offer","offer_dss","offer_final","prop_time_spent","prop_worker_id","ras_assertiveness","ras_q1","ras_q10","ras_q11","ras_q12","ras_q13","ras_q14","ras_q15","ras_q16","ras_q17","ras_q18","ras_q19","ras_q2","ras_q20","ras_q21","ras_q22","ras_q23","ras_q24","ras_q25","ras_q26","ras_q27","ras_q28","ras_q29","ras_q3","ras_q30","ras_q4","ras_q5","ras_q6","ras_q7","ras_q8","ras_q9","ras_time_spent","resp_rowid","resp_time_spent","resp_worker_id","risk_expected_value","risk_q1","risk_q2","risk_q3","risk_q4","risk_time_spent","timestamp","worker_id"
0.0297,0.0014,1,10,40,1,50,1.76630332436924,0.359811040540275,0,0,0,366.75,0.666666666666667,4,1.58107667967147,"prop:C8ydG",9.4705,11.052,6.9785,14,6.5,2.2333,30,14.565,3.4167,15,2.565,-9,15.425,131,0,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",30,"real",10,10,10,21,"A150MDVC0C92OT",-52,2,-3,3,3,1,2,2,3,-2,-3,3,-3,-2,-3,-3,-1,3,-3,3,-3,-3,-2,-3,2,2,-2,1,-3,1,2,185,79,12,"A17TKHT8FEVH0R",2.975,1.02,1.38,3.5,6,41,11/11/19 02:09 AM,"A150M#####C92OT"
0.2036,0.0759,2,45,55,1,50,0.744766502395818,1.26667175373832,0,0,0,0,0,0,-0.23264474672463,"prop:iV0Nh",9.4469,11.227,4.3447,7,4.1583,2.2333,30,14.565,5.16,15,2.015,-1.0875,15.425,151,0,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",5,"real",45,45,45,36,"A1131ZL7O5GM6R",23,-2,-1,-3,1,2,-2,-2,-3,1,-2,2,-3,-1,2,1,-2,1,-2,2,2,2,2,1,-3,-1,1,1,2,2,-3,174,80,10,"A1YBG1VIIO80DZ",2.21,1,1.33,2.52,3.99,68,11/11/19 02:15 AM,"A1131#####5GM6R"
,,0,,,0,50,0.744766502395818,1.26667175373832,0,0,0,0,0,0,-0.23264474672463,"prop:k0f9q",6.9906,8.679,3.2413,7,4.1583,2.2333,10.22,11.525,3.4167,15,2.015,-1.0875,15.425,27,5,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",50,"real",25,30,30,14,"AUR5KDE75HSZ9",57,-1,2,-2,-2,-1,-2,-3,-3,-3,3,-3,-2,3,3,3,-3,3,3,-3,3,-1,3,2,-2,1,-2,2,-1,2,-2,217,81,8,"A1WBGYZ6Y8NJ9",3.45,1.09,1.71,4,7,29,11/11/19 02:18 AM,"AUR5K#####HSZ9"
0.7091,0.7938,1,50,23,1,50,1.21373162950237,0.091463907137153,0,0,0,397.2,0.833333333333333,5,2.11777094647771,"prop:Tj7Mj",11.2088,15.075,4.27,14,6.5,13,30,11.525,5.16,15,2.565,-1.0875,15.425,101,1,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",50,"real",50,50,50,12,"A31JM9RECQGYEX",35,1,2,-1,-2,-1,-2,-1,-2,-2,-1,1,1,-1,2,3,-1,-1,3,2,3,1,1,3,-1,-1,-2,1,2,2,-2,150,82,8,"A314XJY8V1YL12",1.8525,1.04,1.33,2,3.04,67,11/11/19 02:34 AM,"A31JM#####QGYEX"
"0.1805:0.2036:0.7091","0.0508:0.0759:0.7938",3,40:45:50,34:10:04,3,50,1.14419943422564,0.121881225450312,394,0.25,1,380.5,0.666666666666667,4,1.10521704949154,"prop:woooH",9.613,12.757,6.1947,7,4.1583,13,30,14.565,3.4167,15,2.565,-9,15.425,91,1,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",20,"real",50,50,50,13,"A4GGV17IG8W5C",-13,1,-2,-2,-1,-2,-2,1,-1,-2,-2,1,1,-1,-1,-2,-1,1,-2,1,-1,-2,-2,-2,1,1,1,1,-2,1,-2,163,83,21,"A3PDHDQZZKCTT5",3.2625,1.05,1.5,3.5,7,60,11/11/19 02:39 AM,"A4GGV#####8W5C"
0.7091,0.7938,1,50,51,1,50,0.482454739746253,-1.02874193864836,273.666666666667,0.75,3,355.666666666667,1,6,0.708504376904556,"prop:DoQCN",11.2786,14.467,5.3072,14,4.1583,13,30,14.565,5.16,15,2.565,-1.0875,15.425,120,100,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",40,"real",50,50,50,19,"A2TKHXY755FAM",27,-2,-3,-2,2,2,-3,-2,-2,1,1,-1,-2,2,3,3,-3,-3,1,1,-1,2,2,-1,-3,2,1,2,-3,3,-2,177,84,15,"A2EEL9YYUHL5SK",3.8575,1.05,1.38,4,9,115,11/11/19 02:42 AM,"A2TKH#####5FAM"
0.1292,0.0586,1,35,35,1,50,1.25541753135468,0.337244875098041,450,0.25,1,384,0.5,3,0.674489750196082,"prop:mV1yn",11.4002,13.342,6.386,14,6.5,13,30,14.565,5.16,14.5,2.565,-1.0875,14.8,102,0,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",0,"real",35,35,35,13,"A8289AEOKHKV4",-50,3,-1,3,3,3,-2,3,2,-3,-3,-3,3,-2,1,-2,-1,3,-3,3,-3,-3,-2,-3,3,3,-3,-2,-3,-3,1,178,85,7,"A15XIKX3PI7SLK",1,1,1,1,1,83,11/11/19 02:51 AM,"A8289#####HKV4"
0.7091,0.7938,2,50,38,1,50,1.21373162950237,0.091463907137153,0,0,0,346.4,0.833333333333333,5,2.11777094647771,"prop:ZunPR",10.609,12.257,7.136,14,6.5,13,30,14.565,5.16,14.5,2.565,-9,14.8,33,0,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",45,"real",50,50,50,15,"A1AUBV4SO8NZLS",-11,-1,-1,1,1,3,2,-1,1,-1,-1,-3,1,-3,2,1,-1,-1,-3,2,-2,-2,2,-3,1,2,2,3,2,1,-1,370,86,7,"A31681CCEVDIH3",4.645,1.09,1.99,5.5,10,403,11/11/19 02:53 AM,"A1AUB#####8NZLS"
"0.1805:0.7091:0.2036","0.0508:0.7938:0.0759",3,40:50:45,42:14:04,3,50,0.626283432186312,-0.483710783050851,203.5,0.5,2,251.2,0.833333333333333,5,0.967421566101701,"prop:fZr5N",7.8024,6.794,5.4888,14,4.1583,2.2333,10.22,11.525,5.16,15,2.015,-1.0875,14.8,38,0,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",40,"real",40,50,50,26,"A3VL1CBZ3BGQK7",-24,2,-2,-3,2,1,-2,2,2,1,-2,2,3,-2,-1,2,3,1,2,1,2,-1,-1,1,2,2,-2,-1,-2,-1,1,141,88,15,"A136K9Y7E4C3G",3.155,1.02,1.6,3,7,128,11/11/19 02:58 AM,"A3VL1#####BGQK7"
0.7091,0.7938,1,50,36,1,50,0.744766502395818,-0.116322373362315,0,0,0,332.833333333333,1,6,2.53334350747665,"prop:5xuC4",6.9831,6.159,5.9388,7,4.1583,2.2333,10.22,11.525,3.4167,15,2.565,-1.0875,14.8,77,0,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",35,"real",50,50,50,15,"A1VZSFHTU51JP0",-22,-1,-1,2,3,3,3,1,2,1,-2,3,1,2,1,3,3,-2,-2,2,-2,-2,2,-2,2,-1,-1,2,-1,2,1,124,89,9,"A1F3P6N7BO9HBN",3.42,1.08,1.6,4,7,74,11/11/19 02:58 AM,"A1VZS#####51JP0"
0.0343,0.0017,1,15,-315,1,50,0.786247200363677,-0.14646590795281,329,0.25,1,379,0.833333333333333,5,1.64191131629778,"prop:tD1Eu",11.2161,11.957,7.6923,14,4.1583,13,30,14.565,5.16,15,2.565,-1.0875,14.8,89,0,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",45,"real",55,55,55,12,"AX4P2Y35UTMQA",-16,2,1,1,1,1,2,-2,1,-2,-2,1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,2,-1,-1,-2,1,-2,151,90,9,"A21Y7K669KM1PR",3.17,1.08,1.6,4,6,44,11/11/19 03:01 AM,"AX4P2#####TMQA"
,,0,,,0,50,0.744766502395818,-0.116322373362315,0,0,0,239.333333333333,1,6,2.53334350747665,"prop:B26ko",11.2759,12.227,8.5135,14,6.5,13,30,14.565,3.4167,15,2.565,-1.0875,14.8,52,5,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",30,"real",40,40,40,10,"ADQEDEGVPG7R",-35,3,-2,3,1,2,-1,3,2,3,-1,1,2,1,-1,-1,2,2,1,2,-2,1,-1,2,2,3,1,2,-3,1,1,109,87,14,"A1PIGZNLSQMGNW",3.5,1,1,2,10,41,11/11/19 03:07 AM,"ADQED#####G7R"
0.7091,0.7938,1,50,30,1,50,0.786247200363677,-0.14646590795281,203,0.25,1,333.2,0.833333333333333,5,1.64191131629778,"prop:6S47s",10.2121,11.67,5.9712,7,4.1583,13,30,11.525,5.16,15,2.565,-1.0875,14.8,122,1,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",25,"real",50,50,50,12,"A28U09VKRFJ99R",-46,1,-2,1,2,3,-1,1,2,2,-3,3,2,-2,-2,1,2,3,-3,2,1,-3,-2,-2,3,2,1,1,-3,1,-1,140,91,10,"A17NLIAK6OY599",3.61,1.05,1.38,4,8.01,87,11/11/19 03:11 AM,"A28U0#####FJ99R"
0.0054,0.0073,1,0,20,1,50,0.744766502395818,1.26667175373832,0,0,0,0,0,0,-0.23264474672463,"prop:ZMv8D",10.2196,14.19,3.2738,7,4.1583,13,30,11.525,5.16,15,2.015,-1.0875,15.425,53,0,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",95,"real",0,0,0,10,"A2D5R3BEHU4AWR",-15,-3,2,1,1,1,1,2,2,-1,1,1,3,1,-2,-1,2,2,1,1,2,1,-1,-1,-1,2,2,-2,2,-1,1,75,93,6,"A1BPQMMR057RWS",1,1,1,1,1,22,11/11/19 03:16 AM,"A2D5R#####U4AWR"
0.7091,0.7938,1,50,32,1,50,1.76630332436924,0.359811040540275,0,0,0,355.5,0.666666666666667,4,1.58107667967147,"prop:vqbDS",9.7804,9.73,6.5088,14,4.1583,2.2333,30,11.525,5.16,15,2.015,-1.0875,14.8,135,0,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",50,"real",50,50,50,16,"A2SAOJZ1WTICGI",55,-3,3,-3,-3,-3,-3,-1,-3,-3,3,1,-3,2,1,1,-3,2,2,-3,3,-1,2,1,-3,-1,-3,-2,-1,3,-3,152,94,17,"A3NXIIFJG95TXU",3.005,1.05,1.99,4,4.98,62,11/11/19 03:16 AM,"A2SAO#####TICGI"
"0.1805:0.2036:0.7187","0.0508:0.0759:0.182",3,40:45:55,77:09:11,3,50,0.744766502395818,-0.116322373362315,0,0,0,350.666666666667,1,6,2.53334350747665,"prop:FJk29",7.2871,5.796,6.9098,7,4.1583,2.2333,10.22,14.565,3.4167,15,2.565,-1.0875,14.8,51,0,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",30,"real",40,55,55,41,"A2QATU2MVDEGUS",24,-2,-1,1,-1,-1,-3,-1,-1,-3,-1,1,-3,-1,2,3,-3,1,-2,2,-1,-1,2,-2,-3,-1,-3,1,1,1,-3,75,92,10,"AVAJTAKT73XOO",4.645,1.09,1.99,5.5,10,27,11/11/19 03:16 AM,"A2QAT#####DEGUS"
,,0,,,0,50,0.744766502395818,1.26667175373832,0,0,0,0,0,0,-0.23264474672463,"prop:Xy0m8",11.2786,14.467,5.3072,14,4.1583,13,30,14.565,5.16,15,2.565,-1.0875,15.425,63,0,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",40,"real",50,55,55,44,"A2MTG9A2XFYFN3",-10,2,1,1,-1,1,-2,1,-1,1,-1,-1,1,1,1,1,-1,2,-2,1,1,-1,-1,-2,2,2,-1,-2,-1,1,-1,114,95,12,"A1WWEVAE2SSVZ0",2.935,1.04,1.2,3.5,6,52,11/11/19 03:18 AM,"A2MTG#####FYFN3"
0.7091,0.7938,1,50,55,1,50,1.14419943422564,0.121881225450312,213,0.25,1,153.25,0.666666666666667,4,1.10521704949154,"prop:VzN3O",8.4258,12.639,0.9475,7,6.5,13,10.22,11.525,5.16,14.5,2.015,-1.0875,15.425,24,0,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",50,"real",50,50,50,17,"A3PRQ2GSU42718",-31,1,-1,1,1,3,3,2,1,1,1,3,3,-2,1,3,3,2,-2,2,-3,-3,1,-1,-2,3,3,1,2,-1,-3,173,96,21,"A1N9ZZK25LR7OU",4.645,1.09,1.99,5.5,10,46,11/11/19 03:19 AM,"A3PRQ#####42718"
0.1805,0.0508,2,40,17,1,50,1.21373162950237,0.091463907137153,0,0,0,427,0.833333333333333,5,2.11777094647771,"prop:4wlYv",8.4182,10.119,3.645,7,6.5,13,10.22,11.525,5.16,14.5,2.565,-1.0875,14.8,72,2,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",50,"real",40,40,40,9,"A2AGDF3VY0L1QP",-62,3,-3,3,1,3,-2,3,2,-2,-3,3,3,-3,-2,-3,2,3,-3,3,-2,-3,-2,-2,3,3,-1,-2,-3,1,2,211,98,8,"A3TDA1NWHNQFE3",1.6425,1,1,1.53,3.04,21,11/11/19 03:26 AM,"A2AGD#####0L1QP"
"0.7091:0.7662","0.7938:0.4424",3,51:00:00,47:11:00,2,50,0.786247200363677,-0.14646590795281,211,0.25,1,246.4,0.833333333333333,5,1.64191131629778,"prop:OAetz",8.6006,10.881,3.5372,7,4.1583,13,10.22,14.565,5.16,15,2.565,-1.0875,15.425,68,0,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",40,"real",50,50,50,24,"A3GUF18IX4RGJK",0,-1,-1,-1,1,-1,-2,2,1,-2,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,2,1,1,-1,148,97,11,"A3HL2LL0LEPZT8",2.2225,1.05,1.33,2.52,3.99,101,11/11/19 03:26 AM,"A3GUF#####4RGJK"
"0.7091:0.7662:0.8732:0.1068:0.2036:0.0297:0.0887:0.1805","0.7938:0.4424:0.0704:0.0039:0.0759:0.0014:0.0284:0.0508",12,"50:60:65:30:45:10:25:40","64:9:8:9:10:48:3:2",8,50,0.626283432186312,-0.483710783050851,344,0.5,2,323.6,0.833333333333333,5,0.967421566101701,"prop:evZzi",10.8128,14.062,4.491,7,6.5,13,30,14.565,5.16,15,2.565,-1.0875,15.425,138,0,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",35,"real",50,50,50,45,"A1IH3P0LZ415YX",-1,2,1,1,-2,1,-2,-1,1,-2,1,-2,2,1,-2,-1,-2,-1,-1,2,1,-1,-1,-2,1,2,-2,-1,2,1,1,113,99,19,"A2VTY63L3RN75V",4.645,1.09,1.99,5.5,10,106,11/11/19 03:28 AM,"A1IH3#####415YX"
0.9838,0.0123,1,90,45,1,50,1.76630332436924,0.359811040540275,0,0,0,339.25,0.666666666666667,4,1.58107667967147,"prop:nTNRM",10.2121,11.67,5.9712,7,4.1583,13,30,11.525,5.16,15,2.565,-1.0875,14.8,75,0,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",30,"real",10,90,90,12,"AK1Y09TWU3IQ6",-46,-1,-3,3,3,3,3,2,3,3,-3,3,3,3,3,-2,-1,2,-3,3,-3,-3,1,-3,3,1,1,3,2,-1,3,128,100,10,"AG491SO5WFQ8X",1,1,1,1,1,17,11/11/19 03:29 AM,"AK1Y0#####3IQ6"
,,0,,,0,50,0.744766502395818,1.26667175373832,0,0,0,0,0,0,-0.23264474672463,"prop:rGhyX",9.5432,13.365,5.1575,7,6.5,13,30,11.525,3.4167,15,2.565,-9,15.425,91,2,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",40,"real",50,55,55,18,"ATDV80MHOYO1N",-38,3,-2,-1,2,2,2,3,2,-3,-2,3,2,-2,1,-2,3,2,-1,2,3,3,-2,-2,3,1,2,-1,-3,1,1,176,103,12,"APJ3Z84350UWX",3.25,1,1,1,10,66,11/11/19 03:30 AM,"ATDV8#####YO1N"
"0.1805:0.7091:0.2036:0.7187:0.8732","0.0508:0.7938:0.0759:0.182:0.0704",5,"40:50:45:55:65","50:8:5:3:9",5,50,0.384298233612885,-0.691497063550319,256.5,0.5,2,348.666666666667,1,6,1.38299412710064,"prop:x6THi",9.7373,13.872,4.0672,7,4.1583,13,30,14.565,5.16,14.5,2.565,-9,15.425,148,0,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",25,"real",40,50,50,33,"ARAAV1GIBXYWO",-3,2,1,2,3,-1,1,-2,-3,-2,-1,2,2,2,1,2,2,2,-2,-1,-1,-3,3,-2,-2,1,1,3,-2,1,-2,149,102,8,"A3HSONMX6LNZR4",2.5875,1.04,1.33,3,4.98,83,11/11/19 03:31 AM,"ARAAV#####XYWO"
0.7091,0.7938,1,50,184,1,50,0.786247200363677,-0.14646590795281,315,0.25,1,395,0.833333333333333,5,1.64191131629778,"prop:aja70",10.1394,9.357,7.7923,14,4.1583,2.2333,30,14.565,5.16,15,2.565,-1.0875,14.8,110,0,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",50,"real",50,50,50,12,"A28LJ6540DSBSQ",25,2,-1,-2,-3,2,-3,1,-2,-3,1,-2,1,1,2,1,-2,-1,2,1,2,2,-1,1,2,3,-2,1,2,2,-2,190,101,12,"A1WEN4S934ZZ1U",4.0825,1,1.33,4,10,78,11/11/19 03:31 AM,"A28LJ#####DSBSQ"
0.7091,0.7938,1,50,38,1,50,1.76630332436924,0.359811040540275,0,0,0,354.5,0.666666666666667,4,1.58107667967147,"prop:xSq9x",10.5759,11.577,7.7635,7,6.5,13,30,14.565,3.4167,15,2.565,-1.0875,14.8,169,0,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",50,"real",50,50,50,26,"A31Z13BGZDNRN9",20,-2,-2,-2,-3,2,-3,2,2,-2,-2,-2,-1,2,-1,-1,-2,-2,1,-2,1,2,1,1,-1,-1,-1,-2,-2,2,-2,148,104,9,"A2FBJV1VAI9SQ6",2.3425,1.05,1.33,3,3.99,52,11/11/19 03:42 AM,"A31Z1#####DNRN9"
0.7091,0.7938,1,50,89,1,50,0.786247200363677,0.820955658148891,359,0.25,1,311,0.166666666666667,1,-0.292931815905619,"prop:6fuZp",11.0542,15.632,4.9548,14,4.1583,13,30,14.565,3.4167,14.5,2.565,-1.0875,15.425,240,0,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",25,"real",50,50,50,24,"A1QBNMJNG3NYYY",-28,1,1,1,-3,2,-3,2,2,-2,-3,-2,-1,-3,-2,-1,1,2,-2,3,-3,-3,-1,-2,1,3,-2,1,-3,-1,1,293,105,13,"A354DBQRJRODP1",4.645,1.09,1.99,5.5,10,196,11/11/19 04:10 AM,"A1QBN#####3NYYY"
"0.1068:0.2036:0.0887:0.7662:0.972:0.7091:0.0213","0.0039:0.0759:0.0284:0.4424:0.0635:0.7938:0.0009",9,"30:45:25:60:85:50:5","55:8:9:11:3:7:11",7,50,0.744766502395818,-0.116322373362315,0,0,0,340.333333333333,1,6,2.53334350747665,"prop:GnqbW",7.7593,10.936,3.0473,7,4.1583,13,10.22,14.565,5.16,14.5,2.565,-9,15.425,124,100,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",10,"real",30,25,25,20,"AA6RYE4V0IBKM",-24,2,-3,2,1,2,1,1,-1,-3,-1,2,1,-2,-2,1,-1,3,-2,2,-1,1,-2,-1,2,1,-1,2,-2,1,-1,125,106,9,"AVD6HMIO1HLFI",4.475,1.02,1.38,5.5,10,96,11/11/19 04:29 AM,"AA6RY#####IBKM"
"0.7091:0.0353:0.8947","0.7938:0.0028:0.342",4,50:21:15,74:05:04,3,50,1.25541753135468,0.337244875098041,65,0.25,1,303.333333333333,0.5,3,0.674489750196082,"prop:2Usyf",10.0344,10.507,6.2398,14,4.1583,2.2333,30,14.565,5.16,14.5,2.015,-1.0875,14.8,192,0,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",40,"real",50,50,50,19,"A2658LN9LNAR1D",2,2,2,-3,-2,1,-2,1,1,-2,-2,2,-2,-3,1,2,2,1,-2,1,-1,2,2,-2,-1,2,-2,-1,-1,2,-2,202,107,31,"A1FHKK0RU69RU",2.715,1.05,1.33,3.5,4.98,215,11/11/19 05:42 AM,"A2658#####NAR1D"
"0.7091:0.1805:0.7662","0.7938:0.0508:0.4424",4,50:41:00,25:10:15,3,50,1.76630332436924,0.359811040540275,0,0,0,306.75,0.666666666666667,4,1.58107667967147,"prop:cG5dm",9.8979,12.23,4.4362,14,4.1583,2.2333,30,11.525,5.16,15,2.565,-1.0875,15.425,67,0,"3IHWR4LC8GL9S1I0VXNMRYFSIKA8I0",50,"real",50,50,50,11,"A30HUZHJBOX1LK",-6,1,1,1,3,3,-3,1,1,1,-2,3,-1,-1,3,2,-2,2,-1,2,1,2,-1,-2,-2,2,-2,2,-3,1,-2,121,108,7,"A1PLZ8RM4NW43J",3.315,1.05,1.71,3.5,7,35,11/11/19 01:25 PM,"A30HU#####OX1LK"
